ID,TYPE,LONGITUD,LATITUD,EQUIPAMENT,NOM_BARRI
373,K014,2.174.697,4.139.545,BUS -6-19-V19-D50--,la Dreta de l'Eixample
374,K015,2.175.298,41.395.502,NITBUS -N1-N4--,la Dreta de l'Eixample
375,K014,2.111.615,41.387.013,BUS -113-JM-H4-E44-175--,Pedralbes
376,K014,2.149.901,41.371.199,BUS -13-150--,la Font de la Guatlla
377,K014,2.125.031,41.391.383,BUS -6--,Sarrià
378,K015,2.154.048,41.395.807,NITBUS -N5--,Sant Gervasi - Galvany
379,K014,2.118.962,41.390.033,BUS -63-78-V5--,Pedralbes
380,K015,2.127.412,41.388.475,NITBUS -N12--,les Corts
381,K014,2.141.212,41.429.345,BUS -V21--,Montbau
382,K014,2.103.856,41.391.488,BUS -113--,Pedralbes
383,K014,2.161.177,41.415.248,BUS -114--,Can Baró
384,K015,2.191.287,4.140.422,NITBUS -N7--,el Parc i la Llacuna del Poblenou
385,K015,2.104.737,41.385.308,NITBUS -N12--,Pedralbes
386,K014,2.125.662,4.138.982,BUS -6-34--,Pedralbes
387,K014,2.110.043,41.384.075,BUS -67-M14--,Pedralbes
388,K014,2.108.412,41.383.662,BUS -67-L97-E97-E98-E79-E43-E30--,Pedralbes
389,K014,2.178.567,41.376.726,BUS -59-120-D20-H14-V13--,el Barri Gòtic
390,K015,2.180.405,41.379.129,NITBUS -N0-N6--,el Barri Gòtic
391,K015,2.178.468,41.376.731,NITBUS -N0-N6--,el Barri Gòtic
392,K014,2.145.365,41.351.726,BUS -23-109-V3--,la Marina del Prat Vermell
393,K014,2.150.084,41.384.528,BUS -109-H10--,la Nova Esquerra de l'Eixample
394,K015,2.163.746,41.375.127,NITBUS -N0--,Sant Antoni
395,K015,2.1785,41.412.638,NITBUS -N1-N4--,el Camp de l'Arpa del Clot
396,K015,2.152.597,4.139.047,NITBUS -N7--,l'Antiga Esquerra de l'Eixample
397,K014,2.173.461,41.448.287,BUS -127--,les Roquetes
398,K014,2.151.526,41.421.666,BUS -119--,el Carmel
399,K014,2.122.547,41.387.827,BUS -113--,Pedralbes
400,K014,210.394,41.414.023,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
401,K014,2.102.656,41.415.248,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
402,K014,2.208.447,41.425.097,BUS -B24-H10--,la Verneda i la Pau
403,K014,2.133.485,41.398.783,BUS -70-H6--,les Tres Torres
404,K015,2.133.485,41.398.783,NITBUS -N0-N7--,les Tres Torres
405,K014,213.344,41.394.813,BUS -70-H6--,les Tres Torres
406,K015,2.150.213,41.375.526,NITBUS -N1-N13-N14-N15-N16-N17-N2-N18-N28--,Sant Antoni
407,K014,2.147.993,4.136.112,BUS -13--,la Marina de Port
408,K014,2.166.359,4.139.116,BUS -100-101--,la Dreta de l'Eixample
409,K014,2.164.284,41.415.649,BUS -114--,Can Baró
410,K014,2.163.343,41.388.716,BUS -101--,l'Antiga Esquerra de l'Eixample
411,K014,2.192.727,41.433.371,BUS -11-V31--,Sant Andreu
412,K015,2.192.727,41.433.371,NITBUS -N9--,Sant Andreu
413,K014,216.453,41.400.528,BUS -H8--,la Vila de Gràcia
414,K014,2.167.856,41.449.346,BUS -182--,les Roquetes
415,K014,2.145.281,41.378.498,BUS -109-L94-CJ-V7-D40--,Hostafrancs
416,K014,2.138.494,41.379.058,BUS -100--,Sants
417,K014,2.181.321,4.139.122,BUS -47-V17-H16-V15-V19--,"Sant Pere, Santa Caterina i la Ribera"
418,K014,2.142.667,41.380.002,BUS -78--,Hostafrancs
419,K014,2.113.311,41.400.637,BUS -130--,Sarrià
420,K014,2.141.076,41.411.477,BUS -131--,el Putxet i el Farró
421,K014,2.144.003,41.410.084,BUS -131--,el Putxet i el Farró
422,K014,2.115.709,41.385.108,BUS -7-67-M14-175--,la Maternitat i Sant Ramon
423,K014,2.153.244,41.355.731,BUS -107--,el Poble-sec
424,K015,2.196.336,41.390.454,NITBUS -N8--,la Vila Olímpica del Poblenou
425,K014,2.146.564,4.140.766,BUS -131--,el Putxet i el Farró
426,K015,2.187.097,41.416.326,NITBUS -N3--,Navas
427,K015,2.134.343,41.375.399,NITBUS -N14-N2-N28--,Sants
428,K014,2.115.219,41.392.934,BUS -63-78-V5--,Pedralbes
429,K015,2.200.909,414.137,NITBUS -N2--,Provençals del Poblenou
430,K014,2.174.825,41.374.544,BUS -21-D20-H14-88-V11-89--,el Poble-sec
431,K015,2.174.293,41.447.386,NITBUS -N6--,les Roquetes
432,K014,2.117.192,41.378.421,BUS -54--,la Maternitat i Sant Ramon
433,K014,2.172.684,41.427.715,BUS -122--,Vilapicina i la Torre Llobeta
434,K014,212.341,4.137.938,BUS -H8--,la Maternitat i Sant Ramon
435,K014,2.171.784,4.140.751,BUS -47-H8--,la Sagrada Família
436,K014,2.119.253,41.380.865,BUS -113-M12--,la Maternitat i Sant Ramon
437,K015,2.141.093,41.404.708,NITBUS -N0--,el Putxet i el Farró
438,K014,2.175.903,41.435.064,BUS -132--,Porta
439,K015,2.180.442,41.461.315,NITBUS -N3--,Ciutat Meridiana
440,K014,2.185.637,41.409.376,BUS -33-34-B24-H10--,el Camp de l'Arpa del Clot
441,K014,2.151.329,41.383.607,BUS -109-H10--,la Nova Esquerra de l'Eixample
442,K015,2.156.619,41.424.673,NITBUS -N4--,el Carmel
443,K014,2.135.837,41.410.066,BUS -123-H4-V13--,Sant Gervasi - la Bonanova
444,K015,2.131.173,41.393.052,NITBUS -N7--,les Tres Torres
445,K014,2.160.163,4.142.976,BUS -185-86-V25--,Horta
446,K014,2.155.293,41.440.696,BUS -185--,Horta
447,K014,2.134.466,41.363.693,BUS -46-65-79-L16-L70-L72-L80-L86-L94-L95-H12-V3--,la Marina de Port
448,K014,2.140.625,41.363.768,BUS -13--,la Marina de Port
449,K014,2.212.402,41.404.969,BUS -H16--,Diagonal Mar i el Front Marítim del Poblenou
450,K014,2.215.352,4.140.706,BUS -H16--,Diagonal Mar i el Front Marítim del Poblenou
451,K015,2.169.623,41.442.995,NITBUS -N4-N6--,Canyelles
452,K014,2.1313,4.139.787,BUS -68--,les Tres Torres
453,K014,219.395,4.138.846,BUS -H16--,la Vila Olímpica del Poblenou
454,K014,2.096.521,41.427.928,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
455,K014,2.157.587,4.142.578,BUS -86-87-V21--,el Carmel
456,K014,2.176.278,41.440.451,BUS -11-76-H2-D40-V29-D50--,Verdun
457,K014,2.179.187,41.439.065,BUS -11-H4-M19--,la Prosperitat
458,K014,220.621,41.417.662,BUS -H12--,Provençals del Poblenou
459,K014,2.206.991,41.418.689,BUS -H12--,la Verneda i la Pau
460,K014,2.134.159,41.360.641,BUS -79-125--,la Marina de Port
461,K014,2.168.029,41.418.302,BUS -114--,el Guinardó
462,K015,2.140.336,41.391.363,NITBUS -N12--,les Corts
463,K014,2.163.591,41.422.295,BUS -117--,la Font d'en Fargues
464,K014,2.183.884,41.422.027,BUS -191--,el Congrés i els Indians
465,K014,2.193.664,41.454.003,BUS -11-V31--,la Trinitat Vella
466,K014,2.150.022,41.418.534,BUS -129--,el Coll
467,K014,2.120.594,41.399.357,BUS -130--,Sarrià
468,K014,2.166.425,41.412.292,BUS -H6--,el Baix Guinardó
469,K014,2.149.647,41.375.722,BUS -H12-52--,la Nova Esquerra de l'Eixample
470,K014,2.178.704,41.392.432,BUS -19-B25-B20-V19-D50--,la Dreta de l'Eixample
471,K014,2.096.414,41.416.467,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
472,K014,2.158.671,41.423.131,BUS -V23--,la Font d'en Fargues
473,K014,2.154.028,41.436.566,BUS -185--,Horta
474,K014,2.088.871,41.427.226,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
475,K014,2.185.449,41.464.026,BUS -97-183-197--,Vallbona
476,K014,2.177.014,41.418.907,BUS -117--,el Guinardó
477,K014,2.136.653,41.418.358,BUS -124--,Vallcarca i els Penitents
478,K014,2.149.552,41.421.036,BUS -119--,la Teixonera
479,K014,2.096.634,41.424.174,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
480,K014,2.159.549,41.419.724,BUS -119--,el Carmel
481,K014,2.143.756,41.420.784,BUS -19-119-H2--,la Teixonera
482,K015,2.143.756,41.420.784,NITBUS -N4--,la Teixonera
483,K014,2.182.168,41.448.953,BUS -11-76-127-H2-V29-D50-180-197--,la Trinitat Nova
484,K015,2.181.788,41.448.426,NITBUS -N1--,la Trinitat Nova
485,K014,2.165.409,41.439.467,BUS -47-76-122-V27-H4-M19-182--,la Guineueta
486,K014,2.122.641,41.387.269,BUS -67-M14-E79-E43-E30-175--,Pedralbes
487,K014,2.144.062,41.388.504,BUS -54--,la Nova Esquerra de l'Eixample
488,K015,2.139.477,4.138.279,NITBUS -N0--,Sants
489,K014,2.144.833,41.390.434,BUS -59-141--,l'Antiga Esquerra de l'Eixample
490,K015,2.144.833,41.390.434,NITBUS -N12--,l'Antiga Esquerra de l'Eixample
491,K014,2.172.988,41.426.306,BUS -19-V25--,el Guinardó
492,K014,2.162.969,41.368.907,BUS -55-150--,el Poble-sec
493,K014,2.184.854,4.140.724,BUS -B24--,el Camp de l'Arpa del Clot
494,K015,2.184.854,4.140.724,NITBUS -N3--,el Camp de l'Arpa del Clot
495,K014,2.180.636,4.138.248,BUS -47-120-V17-V15--,el Barri Gòtic
496,K014,215.594,41.357.871,BUS -107--,el Poble-sec
497,K014,2.156.517,41.422.349,BUS -119-86--,el Carmel
498,K014,2.157.535,41.420.054,BUS -119-86--,el Carmel
499,K015,2.164.532,41.374.897,NITBUS -N0-N6--,el Poble-sec
500,K015,2.174.645,41.430.871,NITBUS -N1-N6--,Porta
501,K014,217.308,41.433.451,BUS -47-D40-V29-D50-182--,el Turó de la Peira
502,K014,209.652,414.179,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
503,K014,2.090.305,41.428.172,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
504,K014,2.174.726,41.428.129,BUS -47-D40-D50--,Vilapicina i la Torre Llobeta
505,K015,2.174.726,41.428.129,NITBUS -N1-N6--,Vilapicina i la Torre Llobeta
506,K014,2.153.439,4.140.704,BUS -116--,la Vila de Gràcia
507,K014,2.150.884,41.408.985,BUS -116--,la Salut
508,K014,2.180.367,4.145.885,BUS -180-183-197--,Torre Baró
509,K014,2.175.047,41.453.639,BUS -199-183--,Torre Baró
510,K014,2.180.444,41.465.772,BUS -197--,Vallbona
511,K014,2.177.035,41.459.728,BUS -183--,Ciutat Meridiana
512,K014,2.181.992,41.454.419,BUS -180--,Torre Baró
513,K014,2.150.622,41.410.566,BUS -116--,la Salut
514,K014,2.151.575,41.409.299,BUS -116--,la Salut
515,K014,2.174.443,41.417.656,BUS -117--,el Guinardó
516,K014,2.169.809,41.423.123,BUS -117--,la Font d'en Fargues
517,K014,2.170.708,41.419.814,BUS -117--,el Guinardó
518,K014,2.148.995,41.421.691,BUS -119--,la Teixonera
519,K014,2.140.621,41.417.478,BUS -119--,Vallcarca i els Penitents
520,K015,2.184.662,41.427.697,NITBUS -N3--,la Sagrera
521,K014,2.145.511,4.136.323,BUS -125--,la Marina de Port
522,K014,216.092,41.436.993,BUS -185--,Horta
523,K014,2.218.334,41.410.314,BUS -B23-H16--,Diagonal Mar i el Front Marítim del Poblenou
524,K014,2.154.933,41.358.719,BUS -107--,el Poble-sec
525,K014,2.207.282,41.420.041,BUS -V31-136--,la Verneda i la Pau
526,K014,2.167.546,4.138.995,BUS -22-24--,la Dreta de l'Eixample
527,K014,2.204.844,41.439.239,BUS -11-H4--,el Bon Pastor
528,K014,2.163.369,41.406.409,BUS -V19--,el Camp d'en Grassot i Gràcia Nova
529,K014,2.139.441,41.418.462,BUS -V17-H4-H2--,Vallcarca i els Penitents
530,K015,214.976,4.143.722,NITBUS -N4--,Horta
531,K014,2.201.187,41.420.041,BUS -V29--,la Verneda i la Pau
532,K014,2.107.129,41.417.685,BUS -118-128--,"Vallvidrera, el Tibidabo i les Planes"
533,K015,2.187.281,41.379.865,NITBUS -N12-N28--,la Barceloneta
534,K015,2.205.997,41.433.528,NITBUS -N8--,el Bon Pastor
535,K014,2.171.826,41.423.755,BUS -V23--,la Font d'en Fargues
536,K014,2.198.938,41.398.516,BUS -B25-B20-136--,el Poblenou
537,K014,2.165.652,4.139.722,BUS -47--,la Dreta de l'Eixample
538,K014,2.115.572,41.331.205,BUS -109--,la Marina del Prat Vermell
539,K014,211.815,41.325.022,BUS -109--,la Marina del Prat Vermell
540,K014,215.214,41.424.866,BUS -19-87-H2--,el Carmel
541,K014,2.147.765,41.417.862,BUS -22-129-V19--,el Coll
542,K014,214.595,41.415.337,BUS -22-87-V19--,Vallcarca i els Penitents
543,K014,2.203.304,41.433.268,BUS -60--,el Bon Pastor
544,K015,2.168.935,41.459.552,NITBUS -N3--,Ciutat Meridiana
545,K014,2.1647,41.384.448,BUS -120--,el Raval
546,K014,2.104.255,41.412.978,BUS -111--,"Vallvidrera, el Tibidabo i les Planes"
547,K015,2.204.863,41.407.623,NITBUS -N7--,Diagonal Mar i el Front Marítim del Poblenou
548,K014,2.144.506,41.359.495,BUS -13--,la Marina de Port
549,K015,2.138.252,41.416.241,NITBUS -N4--,Vallcarca i els Penitents
550,K015,2.180.763,41.419.058,NITBUS -N1-N4--,Navas
551,K014,2.133.267,41.429.673,BUS -112--,Sant Genís dels Agudells
552,K014,2.205.941,41.397.043,BUS -H16-V27--,el Poblenou
553,K014,2.191.113,41.437.013,BUS -126-H4-V31--,Sant Andreu
554,K015,2.181.643,41.459.743,NITBUS -N3--,Torre Baró
555,K015,2.198.618,41.406.967,NITBUS -N11-N8--,Provençals del Poblenou
556,K014,2.194.489,41.403.851,BUS -H14--,el Parc i la Llacuna del Poblenou
557,K014,2.119.711,41.419.761,BUS -111--,"Vallvidrera, el Tibidabo i les Planes"
558,K014,218.956,41.392.684,BUS -V21--,el Parc i la Llacuna del Poblenou
559,K014,2.136.178,4.137.574,BUS -115-V5--,Sants
560,K014,213.105,41.383.696,BUS -V5--,les Corts
561,K014,2.145.585,41.379.283,BUS -V7-D40--,la Nova Esquerra de l'Eixample
562,K014,2.160.037,4.136.473,BUS -150--,el Poble-sec
563,K014,2.185.711,41.465.439,BUS -183--,Vallbona
564,K014,2.184.343,41.463.095,BUS -183-197--,Vallbona
565,K014,2.111.899,41.376.646,BUS -H8--,la Maternitat i Sant Ramon
566,K014,2.171.552,41.397.324,BUS -B24-X1--,la Dreta de l'Eixample
567,K014,2.179.315,41.461.149,BUS -183--,Ciutat Meridiana
568,K014,2.177.235,41.457.823,BUS -199--,Torre Baró
569,K014,2.174.982,41.455.431,BUS -199--,Torre Baró
570,K014,2.143.225,41.424.694,BUS -M19--,la Vall d'Hebron
571,K014,2.173.581,41.454.062,BUS -199--,Torre Baró
572,K014,2.135.767,41.412.144,BUS -196-V13--,Sant Gervasi - la Bonanova
573,K014,2.143.232,4.142.955,BUS -135--,Montbau
574,K014,2.203.527,41.440.684,BUS -11-60-V33--,el Bon Pastor
575,K015,2.203.527,41.440.684,NITBUS -N8--,el Bon Pastor
576,K014,2.194.563,41.402.722,BUS -V25--,el Parc i la Llacuna del Poblenou
577,K015,2.199.028,41.399.302,NITBUS -N8--,el Poblenou
578,K014,2.135.766,41.365.109,BUS -V3--,la Bordeta
579,K014,220.579,41.422.658,BUS -B24-H10--,la Verneda i la Pau
580,K014,2.199.317,41.444.423,BUS -11-M28--,Baró de Viver
581,K015,2.189.717,41.378.463,NITBUS -N12-N28--,la Barceloneta
582,K014,2.189.618,41.403.169,BUS -192-V23-X1--,el Parc i la Llacuna del Poblenou
583,K014,2.184.082,41.386.669,BUS -BCTO--,"Sant Pere, Santa Caterina i la Ribera"
584,K014,2.160.887,41.368.583,BUS -BCTO--,el Poble-sec
585,K014,2.151.662,41.368.169,BUS -BCTO--,el Poble-sec
586,K014,213.848,41.379.222,BUS -BCTO--,Sants
587,K014,2.120.851,41.378.688,BUS -BCTO--,la Maternitat i Sant Ramon
588,K014,2.169.894,41.414.525,BUS -V23--,el Baix Guinardó
589,K014,2.164,41.428.306,BUS -H2--,Vilapicina i la Torre Llobeta
590,K014,2.172.548,41.397.073,BUS -6-19-V19-D50--,la Dreta de l'Eixample
591,K014,2.189.231,41.452.053,BUS -11-126-127-V31--,la Trinitat Vella
592,K014,213.601,41.404.494,BUS -V13--,Sant Gervasi - la Bonanova
593,K014,2.135.577,41.401.814,BUS -V13--,Sant Gervasi - la Bonanova
594,K015,214.211,41.386.193,NITBUS -N0--,les Corts
595,K014,2.212.517,41.417.889,BUS -V33--,el Besòs i el Maresme
596,K015,2.202.797,41.394.385,NITBUS -N28--,el Poblenou
597,K014,2.140.697,41.321.964,BUS -88-89--,la Marina del Prat Vermell
598,K014,2.167.699,41.387.206,BUS -L95-E95--,la Dreta de l'Eixample
599,K014,2.110.929,41.377.498,BUS -M14--,la Maternitat i Sant Ramon
600,K014,2.108.877,41.378.911,BUS -M14--,la Maternitat i Sant Ramon
601,K014,2.174.952,41.369.061,BUS -88-89--,la Marina del Prat Vermell
602,K014,2.157.834,41.350.817,BUS -88--,la Marina del Prat Vermell
603,K014,2.140.981,4.133.326,BUS -88-89--,la Marina del Prat Vermell
604,K014,2.172.668,41.363.941,BUS -88-89--,la Marina del Prat Vermell
605,K014,2.175.184,41.369.225,BUS -88-89--,la Marina del Prat Vermell
606,K014,2.213.532,41.405.414,BUS -V29--,Diagonal Mar i el Front Marítim del Poblenou
607,K014,220.884,41.400.608,BUS -V31--,Diagonal Mar i el Front Marítim del Poblenou
608,K014,2.153.051,41.388.468,BUS -109--,l'Antiga Esquerra de l'Eixample
609,K014,2.212.719,41.415.714,BUS -H14--,el Besòs i el Maresme
610,K014,2.145.461,41.393.511,BUS -27-D40--,Sant Gervasi - Galvany
611,K014,2.146.462,41.411.758,BUS -87--,Vallcarca i els Penitents
612,K014,2.147.664,41.415.018,BUS -87--,Vallcarca i els Penitents
613,K014,2.207.417,41.433.767,BUS -B21-B24--,el Bon Pastor
614,K014,2.197.231,4.140.213,BUS -H14--,el Poblenou
615,K014,2.145.522,41.322.371,BUS -88-89--,la Marina del Prat Vermell
616,K014,2.202.116,41.427.561,BUS -33-V31-136--,la Verneda i la Pau
617,K014,2.186.771,41.416.142,BUS -62--,Navas
618,K014,2.158.753,41.400.946,BUS -39--,la Vila de Gràcia
619,K014,2.161.021,41.398.719,BUS -39--,la Vila de Gràcia
620,K014,218.335,41.397.683,BUS -6-V21--,el Fort Pienc
621,K015,2.131.055,41.375.586,NITBUS -N14-N2-N28--,Sants
622,K014,2.114.106,4.139.587,BUS -101--,Pedralbes
623,K014,2.109.995,41.415.838,BUS -111--,"Vallvidrera, el Tibidabo i les Planes"
624,K014,2.165.238,41.368.671,BUS -55--,el Poble-sec
625,K014,2.134.832,41.427.496,BUS -112--,Sant Genís dels Agudells
626,K014,214.573,41.376.589,BUS -115--,Hostafrancs
627,K014,2.191.371,41.427.732,BUS -11-H6--,la Sagrera
628,K014,2.178.226,41.462.334,BUS -62-76-104-183--,Ciutat Meridiana
629,K014,2.148.745,41.346.956,BUS -21--,la Marina del Prat Vermell
630,K014,2.125.432,41.377.424,BUS -54--,la Maternitat i Sant Ramon
631,K015,2.125.432,41.377.424,NITBUS -N3--,la Maternitat i Sant Ramon
632,K015,2.182.793,4.146.166,NITBUS -N3--,Vallbona
633,K014,2.182.528,4.143.931,BUS -11-132-H4-M19--,Porta
634,K015,2.161.025,41.384.281,NITBUS -N1-N12-N13-N14-N15-N16-N17-N2-N18-N28--,l'Antiga Esquerra de l'Eixample
635,K015,2.162.426,41.389.411,NITBUS -N5-N7-N9--,l'Antiga Esquerra de l'Eixample
636,K014,2.139.688,41.375.288,BUS -D20-V5-52--,Sants
637,K014,2.125.573,41.324.932,BUS -109--,la Marina del Prat Vermell
638,K015,2.180.501,41.418.911,NITBUS -N1-N4--,el Guinardó
639,K015,2.214.891,41.414.367,NITBUS -N6--,el Besòs i el Maresme
640,K015,2.208.548,41.424.723,NITBUS -N8--,la Verneda i la Pau
641,K015,2.211.792,41.420.219,NITBUS -N11--,el Besòs i el Maresme
642,K014,2.142.306,41.346.767,BUS -21-23-109-V3--,la Marina del Prat Vermell
643,K014,2.164.577,41.368.891,BUS -100--,el Poble-sec
644,K014,2.178.281,41.376.086,BUS -100--,el Barri Gòtic
645,K014,2.114.535,41.396.089,BUS -68-H4--,Pedralbes
646,K014,2.195.572,41.415.001,BUS -33-H10--,Sant Martí de Provençals
647,K014,2.179.016,41.467.101,BUS -96-155--,Vallbona
648,K014,2.124.064,41.399.974,BUS -68-V7--,les Tres Torres
649,K014,2.154.563,41.386.051,BUS -109-H10--,l'Antiga Esquerra de l'Eixample
650,K014,2.158.358,41.439.749,BUS -27-60-76-185-H4-M19--,Horta
651,K014,2.1308,41.416.474,BUS -196--,Sant Gervasi - la Bonanova
652,K014,2.158.477,41.417.247,BUS -24-86-V19--,el Carmel
653,K014,2.203.647,41.439.345,BUS -60-V33-133--,el Bon Pastor
654,K014,2.158.948,41.382.725,BUS -H12-52--,l'Antiga Esquerra de l'Eixample
655,K015,2.165.529,41.391.831,NITBUS -N4-N5-N6-N9--,la Dreta de l'Eixample
656,K015,2.172.417,41.397.417,NITBUS -N1-N4--,la Dreta de l'Eixample
657,K014,2.185.455,41.449.526,BUS -76-H2-D50--,la Trinitat Nova
658,K014,216.583,41.387.885,BUS -54-H12-52--,la Dreta de l'Eixample
659,K014,2.143.496,41.405.429,BUS -H6--,el Putxet i el Farró
660,K014,2.170.223,4.144.272,BUS -60--,la Guineueta
661,K015,2.184.156,41.382.112,NITBUS -N0-N12-N6--,"Sant Pere, Santa Caterina i la Ribera"
662,K014,2.152.409,41.399.234,BUS -22-24-V17--,Sant Gervasi - Galvany
663,K014,2.199.343,41.393.056,BUS -59-H16-V27--,la Vila Olímpica del Poblenou
664,K014,2.202.385,41.403.045,BUS -192-B25-B20-136--,el Poblenou
665,K015,2.202.385,41.403.045,NITBUS -N6--,el Poblenou
666,K014,2.192.206,41.390.975,BUS -V21-H16-136--,la Vila Olímpica del Poblenou
667,K014,2.155.916,41.403.294,BUS -39-114--,la Vila de Gràcia
668,K014,2.198.254,4.141.745,BUS -33-H10--,Sant Martí de Provençals
669,K015,2.198.254,4.141.745,NITBUS -N8--,Sant Martí de Provençals
670,K014,2.174.304,4.142.172,BUS -D40--,el Guinardó
671,K015,2.193.593,41.446.438,NITBUS -N9--,Sant Andreu
672,K015,2.141.587,41.385.452,NITBUS -N3--,les Corts
673,K014,2.140.819,41.384.161,BUS -54-59-H8--,Sants
674,K014,2.197.595,41.416.512,BUS -33-H10--,Sant Martí de Provençals
675,K015,2.171.654,41.398.904,NITBUS -N1-N9--,la Dreta de l'Eixample
676,K014,2.171.169,41.410.384,BUS -V21--,el Baix Guinardó
677,K014,2.164.719,41.427.793,BUS -19-V25--,la Font d'en Fargues
678,K014,2.170.573,41.387.758,BUS -D50--,la Dreta de l'Eixample
679,K014,2.131.303,41.403.184,BUS -70-V11--,Sant Gervasi - la Bonanova
680,K014,2.144.426,41.411.913,BUS -27--,Vallcarca i els Penitents
681,K015,2.161.692,41.420.822,NITBUS -N4-N5--,el Carmel
682,K015,2.161.866,41.420.723,NITBUS -N4-N5--,el Carmel
683,K014,2.111.469,4.138.476,BUS -7--,Pedralbes
684,K015,211.105,41.384.726,NITBUS -N12--,Pedralbes
685,K014,2.106.602,41.387.912,BUS -63-68-78-113-H4-H2--,Pedralbes
686,K014,2.147.403,41.401.438,BUS -V15--,el Putxet i el Farró
687,K015,2.147.403,41.401.438,NITBUS -N5--,el Putxet i el Farró
688,K015,2.159.227,41.383.322,NITBUS -N12--,l'Antiga Esquerra de l'Eixample
689,K014,2.131.327,41.393.305,BUS -70-H6--,les Tres Torres
690,K015,2.125.603,4.138.762,NITBUS -N12--,la Maternitat i Sant Ramon
691,K015,2.195.258,41.387.555,NITBUS -N0-N6-N8--,la Vila Olímpica del Poblenou
692,K014,2.144.976,41.372.024,BUS -46-65-79-109-165-L70-L72-L80-L86-L94-L95-H12-H16-E95-E86-E70-E80--,Hostafrancs
693,K015,2.165.785,41.439.228,NITBUS -N6--,la Guineueta
694,K014,2.183.823,4.143.566,BUS -62-96-97-104--,Porta
695,K014,2.189.355,41.427.931,BUS -11-34-H6--,la Sagrera
696,K014,2.140.195,41.404.874,BUS -131-V15--,el Putxet i el Farró
697,K014,2.129.012,41.378.925,BUS -70--,Sants - Badal
698,K014,2.139.338,41.375.416,BUS -D20-52--,Sants
699,K014,2.196.519,41.422.104,BUS -V29--,Sant Martí de Provençals
700,K014,2.204.294,4.142.239,BUS -33-V31-136--,la Verneda i la Pau
701,K015,2.153.552,41.408.872,NITBUS -N0--,la Vila de Gràcia
702,K014,212.927,41.391.717,BUS -70-H6-V3--,les Corts
703,K015,212.927,41.391.717,NITBUS -N7--,les Corts
704,K015,2.122.932,41.333.021,NITBUS -N1--,la Marina del Prat Vermell
