"TYPE","LONGITUD","LATITUD","EQUIPAMENT","NOM_BARRI"
"K014","2.162051","41.403955","BUS -114--","el Camp d'en Grassot i Gràcia Nova"
"K014","2.159733","41.406249","BUS -114--","la Vila de Gràcia"
"K014","2.186186","41.422919","BUS -126--","la Sagrera"
"K014","2.153564","41.354756","BUS -107--","el Poble-sec"
"K015","2.127029","41.397107","NITBUS -N7--","Sarrià"
"K014","2.206104","41.416359","BUS -V29--","Provençals del Poblenou"
"K014","2.209827","41.408158","BUS -V29--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.209563","41.402655","BUS -H16--","el Poblenou"
"K015","2.163801","41.383075","NITBUS -N6--","el Raval"
"K014","2.128862","41.382763","BUS -59-H8-V5--","les Corts"
"K014","2.170661","41.374825","BUS -21-D20-H14-88-V11-89--","el Poble-sec"
"K014","2.157624","41.429169","BUS -102-185-V25-V23-135--","el Carmel"
"K014","2.116733","41.399617","BUS -V3--","Sarrià"
"K014","2.169106","41.428578","BUS -122--","Vilapicina i la Torre Llobeta"
"K014","2.13301","41.411257","BUS -123--","Sant Gervasi - la Bonanova"
"K014","2.124613","41.40539","BUS -123-V9--","Sant Gervasi - la Bonanova"
"K014","2.121405","41.39991","BUS -68-H4--","Sarrià"
"K014","2.150429","41.394333","BUS -6-7-33-34-H8--","Sant Gervasi - Galvany"
"K014","2.153499","41.392208","BUS -54-67--","l'Antiga Esquerra de l'Eixample"
"K014","2.143565","41.399214","BUS -V13--","Sant Gervasi - Galvany"
"K014","2.135042","41.417232","BUS -124--","Vallcarca i els Penitents"
"K014","2.13082","41.428653","BUS -112--","Sant Genís dels Agudells"
"K014","2.168905","41.370287","BUS -150--","el Poble-sec"
"K014","2.168897","41.367955","BUS -150--","el Poble-sec"
"K014","2.156619","41.424673","BUS -19-86-87-H2--","el Carmel"
"K014","2.191736","41.427044","BUS -34-126-H8-V31--","la Sagrera"
"K014","2.124099","41.394225","BUS -34-V3--","Sarrià"
"K015","2.134466","41.363693","NITBUS -N15-N16-N17-N18--","la Marina de Port"
"K014","2.163466","41.440762","BUS -27-47-60-122-185-V27--","Canyelles"
"K015","2.212402","41.404969","NITBUS -N28--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.118566","41.398419","BUS -68-H4--","Sarrià"
"K014","2.133625","41.39788","BUS -68-V9--","Sant Gervasi - Galvany"
"K014","2.208733","41.407781","BUS -B25-B20-V31-136--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.098857","41.428841","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.158617","41.370549","BUS -55--","el Poble-sec"
"K014","2.173509","41.436971","BUS -47-D40-V29-D50-182--","Porta"
"K015","2.177507","41.445883","NITBUS -N6--","les Roquetes"
"K014","2.123862","41.390508","BUS -34--","Pedralbes"
"K014","2.137666","41.362334","BUS -109-125-V3-H16--","la Marina de Port"
"K014","2.185508","41.430282","BUS -11-34-126-H6-133--","Sant Andreu"
"K014","2.189769","41.449489","BUS -11-126-127-V31--","la Trinitat Vella"
"K014","2.186535","41.406626","BUS -62--","el Clot"
"K014","2.142643","41.370263","BUS -46-65-79-109-165-L70-L72-L80-L86-L94-L95-H12-H16-E95-E86-E70-E80--","Hostafrancs"
"K014","2.163608","41.415272","BUS -114--","Can Baró"
"K014","2.148777","41.374596","BUS -23--","el Poble-sec"
"K015","2.159253","41.412424","NITBUS -N0--","la Salut"
"K015","2.144592","41.411446","NITBUS -N4--","Vallcarca i els Penitents"
"K014","2.128498","41.33132","BUS -21--","la Marina del Prat Vermell"
"K014","2.111484","41.33386","BUS -21--","la Marina del Prat Vermell"
"K014","2.169236","41.388835","BUS -19--","la Dreta de l'Eixample"
"K014","2.130059","41.414392","BUS -196--","Sant Gervasi - la Bonanova"
"K014","2.179029","41.418009","BUS -117--","el Guinardó"
"K014","2.104392","41.393205","BUS -113--","Pedralbes"
"K014","2.17039","41.41355","BUS -H6-191--","el Baix Guinardó"
"K015","2.180778","41.399398","NITBUS -N0--","el Fort Pienc"
"K014","2.14877","41.375976","BUS -109-L94--","la Nova Esquerra de l'Eixample"
"K014","2.171392","41.373415","BUS -121--","el Poble-sec"
"K015","2.178704","41.392432","NITBUS -N11-N4--","la Dreta de l'Eixample"
"K014","2.139162","41.417861","BUS -119-123-124--","Vallcarca i els Penitents"
"K014","2.104424","41.413082","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.089294","41.423621","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.089266","41.423539","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.089861","41.423898","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.200116","41.440241","BUS -60-M28--","el Bon Pastor"
"K014","2.13445","41.35329","BUS -125--","la Marina del Prat Vermell"
"K014","2.163251","41.440553","BUS -27--","Canyelles"
"K014","2.187567","41.414742","BUS -192--","el Clot"
"K014","2.189333","41.413421","BUS -192--","el Clot"
"K014","2.199038","41.400504","BUS -6-B25-B20-136--","el Poblenou"
"K014","2.186498","41.445978","BUS -132--","la Prosperitat"
"K014","2.138489","41.415393","BUS -131--","Vallcarca i els Penitents"
"K014","2.096879","41.419258","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.096614","41.421077","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.09716","41.425365","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.094844","41.429632","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.093942","41.42653","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.100857","41.42819","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.094781","41.423352","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.163357","41.42846","BUS -V25--","Horta"
"K015","2.206771","41.404453","NITBUS -N6--","el Poblenou"
"K014","2.191303","41.437007","BUS -H4-V31-133--","Sant Andreu"
"K014","2.137014","41.427053","BUS -19-76-112-135--","Sant Genís dels Agudells"
"K014","2.11203","41.393351","BUS -63-68-78-H4-V5--","Pedralbes"
"K014","2.114307","41.396044","BUS -68-H4--","Pedralbes"
"K014","2.159979","41.420003","BUS -119--","el Carmel"
"K014","2.176004","41.411601","BUS -117-V23-D50--","la Sagrada Família"
"K015","2.168167","41.427398","NITBUS -N4--","la Font d'en Fargues"
"K014","2.16197","41.368968","BUS -55-150--","el Poble-sec"
"K014","2.159657","41.367892","BUS -55-150--","el Poble-sec"
"K014","2.154167","41.424153","BUS -119--","el Carmel"
"K014","2.160513","41.376702","BUS -120--","Sant Antoni"
"K014","2.16825","41.379337","BUS -120--","el Raval"
"K015","2.122641","41.387269","NITBUS -N12--","Pedralbes"
"K014","2.167119","41.441507","BUS -60-122--","la Guineueta"
"K014","2.174645","41.430871","BUS -47-D40-V29-D50--","Porta"
"K015","2.17308","41.433451","NITBUS -N1-N6--","el Turó de la Peira"
"K014","2.133863","41.36384","BUS -46-65-L70-L72-L80-L86-L94-L95-H12-V3--","la Bordeta"
"K015","2.133863","41.36384","NITBUS -N15-N16-N17-N18--","la Bordeta"
"K014","2.173108","41.376659","BUS -120--","el Raval"
"K014","2.172753","41.37686","BUS -120--","el Raval"
"K014","2.095067","41.415937","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.095206","41.415954","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.129613","41.377297","BUS -70--","Sants - Badal"
"K014","2.155993","41.408428","BUS -116--","la Vila de Gràcia"
"K014","2.15152","41.410099","BUS -116--","la Salut"
"K014","2.169537","41.370268","BUS -100--","el Poble-sec"
"K014","2.150763","41.42415","BUS -119--","la Teixonera"
"K014","2.175521","41.455331","BUS -199-183--","Torre Baró"
"K014","2.174843","41.456299","BUS -199-183--","Torre Baró"
"K014","2.177395","41.457783","BUS -199-183--","Torre Baró"
"K014","2.182506","41.467549","BUS -197--","Vallbona"
"K014","2.185929","41.456022","BUS -180--","Torre Baró"
"K014","2.150351","41.41213","BUS -116--","la Salut"
"K014","2.156705","41.409733","BUS -116--","la Vila de Gràcia"
"K014","2.156865","41.42066","BUS -119-86--","el Carmel"
"K015","2.13493","41.398499","NITBUS -N7--","Sant Gervasi - Galvany"
"K014","2.10089","41.429496","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.135184","41.424812","BUS -119--","Vallcarca i els Penitents"
"K014","2.161477","41.437665","BUS -185--","Horta"
"K015","2.118483","41.398517","NITBUS -N7--","Sarrià"
"K014","2.15518","41.358448","BUS -107--","el Poble-sec"
"K015","2.159977","41.386171","NITBUS -N3-N8--","l'Antiga Esquerra de l'Eixample"
"K014","2.210351","41.418417","BUS -V31-136--","el Besòs i el Maresme"
"K014","2.207921","41.436507","BUS -11-V33--","el Bon Pastor"
"K014","2.103999","41.384955","BUS -63--","Pedralbes"
"K015","2.139266","41.401026","NITBUS -N8--","Sant Gervasi - Galvany"
"K014","2.134196","41.405823","BUS -V13--","Sant Gervasi - la Bonanova"
"K014","2.152984","41.413375","BUS -116--","la Salut"
"K014","2.156725","41.362777","BUS -13--","el Poble-sec"
"K014","2.20246","41.428207","BUS -V31--","la Verneda i la Pau"
"K014","2.107423","41.418038","BUS -118-128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.194679","41.435782","BUS -11-H8-H4-M28--","el Bon Pastor"
"K014","2.188968","41.37613","BUS -V15-V19--","la Barceloneta"
"K014","2.205997","41.433528","BUS -V33--","el Bon Pastor"
"K014","2.174742","41.439504","BUS -11-D40-V29--","Verdun"
"K015","2.14694","41.394869","NITBUS -N7--","Sant Gervasi - Galvany"
"K014","2.134051","41.402999","BUS -70-V11--","Sant Gervasi - la Bonanova"
"K014","2.144397","41.413057","BUS -22-V19--","Vallcarca i els Penitents"
"K015","2.146406","41.41546","NITBUS -N5--","el Coll"
"K015","2.16233","41.442885","NITBUS -N6--","Canyelles"
"K014","2.197714","41.438923","BUS -11-H8-H4--","el Bon Pastor"
"K015","2.15103","41.420265","NITBUS -N4-N5--","el Carmel"
"K014","2.196387","41.411531","BUS -V27--","el Clot"
"K014","2.203762","41.415837","BUS -H12--","Provençals del Poblenou"
"K015","2.213122","41.409682","NITBUS -N7--","Diagonal Mar i el Front Marítim del Poblenou"
"K015","2.186758","41.414302","NITBUS -N3--","el Camp de l'Arpa del Clot"
"K015","2.163607","41.378478","NITBUS -N6--","el Raval"
"K014","2.140527","41.421606","BUS -19-27-60-119-V17-H4-H2--","Sant Genís dels Agudells"
"K015","2.205941","41.397043","NITBUS -N28--","el Poblenou"
"K014","2.198663","41.428608","BUS -33-V31-136--","la Verneda i la Pau"
"K014","2.189862","41.392741","BUS -V21-H16--","el Parc i la Llacuna del Poblenou"
"K014","2.139903","41.366392","BUS -V5--","la Font de la Guatlla"
"K014","2.149564","41.377333","BUS -D40--","la Nova Esquerra de l'Eixample"
"K014","2.187541","41.452022","BUS -127--","la Trinitat Nova"
"K014","2.170685","41.389279","BUS -54--","la Dreta de l'Eixample"
"K014","2.180343","41.460264","BUS -199--","Torre Baró"
"K014","2.200506","41.435753","BUS -133--","el Bon Pastor"
"K014","2.150638","41.372624","BUS -L72--","el Poble-sec"
"K014","2.151184","41.3719","BUS -L70--","el Poble-sec"
"K014","2.17432","41.454447","BUS -199--","Torre Baró"
"K014","2.134382","41.413746","BUS -V13--","Sant Gervasi - la Bonanova"
"K014","2.166186","41.376517","BUS -D50--","el Raval"
"K014","2.161971","41.429018","BUS -86-H2--","Horta"
"K014","2.142838","41.43142","BUS -135--","Montbau"
"K014","2.185749","41.414524","BUS -192-V25--","el Camp de l'Arpa del Clot"
"K015","2.194563","41.402722","NITBUS -N8--","el Parc i la Llacuna del Poblenou"
"K014","2.196824","41.400987","BUS -V25--","el Poblenou"
"K015","2.153058","41.432886","NITBUS -N4--","Horta"
"K015","2.210809","41.403061","NITBUS -N28--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.208729","41.39973","BUS -H16-V27--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.182608","41.381176","BUS -V17--","la Barceloneta"
"K015","2.207624","41.400657","NITBUS -N28--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.105797","41.387","BUS -63-JM-V1-E44--","Pedralbes"
"K015","2.153562","41.43515","NITBUS -N4--","Horta"
"K015","2.168181","41.406653","NITBUS -N4--","el Camp d'en Grassot i Gràcia Nova"
"K015","2.16271","41.383443","NITBUS -N6--","Sant Antoni"
"K014","2.156883","41.379055","BUS -L95-E95--","Sant Antoni"
"K014","2.173615","41.403217","BUS -BCTE--","la Sagrada Família"
"K014","2.159849","41.412774","BUS -BCTE--","la Salut"
"K014","2.181012","41.390069","BUS -BCTO--","Sant Pere, Santa Caterina i la Ribera"
"K014","2.13431","41.389805","BUS -BCTO--","les Corts"
"K014","2.138491","41.365688","BUS -L16--","la Marina de Port"
"K014","2.164025","41.41178","BUS -114-H6-V19-191--","el Baix Guinardó"
"K014","2.194885","41.428194","BUS -H6--","Sant Andreu"
"K014","2.154962","41.375151","BUS -D20-H16--","Sant Antoni"
"K015","2.172548","41.397073","NITBUS -N1-N4--","la Dreta de l'Eixample"
"K014","2.145091","41.408033","BUS -131--","el Putxet i el Farró"
"K014","2.119743","41.389434","BUS -101--","Pedralbes"
"K014","2.130488","41.388861","BUS -101--","les Corts"
"K015","2.153312","41.386256","NITBUS -N12--","l'Antiga Esquerra de l'Eixample"
"K014","2.15458","41.389603","BUS -68--","l'Antiga Esquerra de l'Eixample"
"K015","2.154636","41.376698","NITBUS -N0--","Sant Antoni"
"K015","2.137784","41.390357","NITBUS -N0--","les Corts"
"K014","2.134629","41.394831","BUS -V9--","les Tres Torres"
"K014","2.202797","41.394385","BUS -H16-V27-V25--","el Poblenou"
"K015","2.20252","41.398505","NITBUS -N6-N8--","el Poblenou"
"K014","2.149257","41.420539","BUS -87--","el Coll"
"K016","2.159367","41.3809","AEROBUS -A1-A2--","Sant Antoni"
"K016","2.158028","41.381624","AEROBUS -A1-A2--","Sant Antoni"
"K014","2.151093","41.422841","BUS -87--","el Carmel"
"K014","2.141684","41.325691","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.141775","41.325466","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.172916","41.36447","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.171061","41.414274","BUS -H6-V23-191--","el Guinardó"
"K014","2.215585","41.418025","BUS -H14-V33--","el Besòs i el Maresme"
"K015","2.201346","41.409031","NITBUS -N11--","Provençals del Poblenou"
"K014","2.209402","41.413209","BUS -H14--","Provençals del Poblenou"
"K014","2.148309","41.416817","BUS -87--","el Coll"
"K014","2.150072","41.419623","BUS -87--","el Coll"
"K014","2.2071","41.414919","BUS -B25--","Provençals del Poblenou"
"K014","2.204068","41.411201","BUS -B25-H14--","Provençals del Poblenou"
"K014","2.149564","41.420626","BUS -87--","el Carmel"
"K015","2.117741","41.386012","NITBUS -N12--","Pedralbes"
"K014","2.107922","41.381491","BUS -M14--","la Maternitat i Sant Ramon"
"K014","2.162076","41.429414","BUS -87--","Horta"
"K014","2.137478","41.398121","BUS -198--","Sant Gervasi - Galvany"
"K014","2.142147","41.401601","BUS -198--","Sant Gervasi - Galvany"
"K014","2.18846","41.404324","BUS -X1--","el Parc i la Llacuna del Poblenou"
"K014","2.132043","41.405795","BUS -V13--","Sant Gervasi - la Bonanova"
"K014","2.1361","41.351953","BUS -125--","la Marina del Prat Vermell"
"K014","2.154818","41.423229","BUS -86--","el Carmel"
"K014","2.142727","41.382919","BUS -27-D40--","la Nova Esquerra de l'Eixample"
"K014","2.133073","41.369407","BUS -V3--","la Bordeta"
"K014","2.148802","41.347046","BUS -21-109--","la Marina del Prat Vermell"
"K015","2.175906","41.461507","NITBUS -N3--","Ciutat Meridiana"
"K014","2.140648","41.404285","BUS -H6--","Sant Gervasi - Galvany"
"K014","2.127732","41.378744","BUS -54--","la Maternitat i Sant Ramon"
"K014","2.191513","41.417683","BUS -34-B24--","la Sagrera"
"K015","2.146705","41.42172","NITBUS -N4--","la Teixonera"
"K014","2.156747","41.389543","BUS -H10--","l'Antiga Esquerra de l'Eixample"
"K015","2.156747","41.389543","NITBUS -N7--","l'Antiga Esquerra de l'Eixample"
"K015","2.15","41.391132","NITBUS -N3--","l'Antiga Esquerra de l'Eixample"
"K014","2.162426","41.389411","BUS -7-63-67-V15--","l'Antiga Esquerra de l'Eixample"
"K014","2.199282","41.444616","BUS -11-60-V33-133--","Baró de Viver"
"K014","2.211792","41.420219","BUS -B25-V33--","el Besòs i el Maresme"
"K014","2.142245","41.346736","BUS -21--","la Marina del Prat Vermell"
"K014","2.170946","41.387459","BUS -101--","la Dreta de l'Eixample"
"K014","2.161391","41.395169","BUS -100--","la Dreta de l'Eixample"
"K014","2.153222","41.366113","BUS -100--","el Poble-sec"
"K015","2.178281","41.376086","NITBUS -N0--","el Barri Gòtic"
"K014","2.149366","41.374436","BUS -100--","el Poble-sec"
"K015","2.173828","41.460523","NITBUS -N3--","Ciutat Meridiana"
"K014","2.17729","41.462711","BUS -62-76-183--","Ciutat Meridiana"
"K014","2.184239","41.446855","BUS -60--","la Trinitat Nova"
"K015","2.148002","41.374426","NITBUS -N1-N13-N15-N16-N17-N18--","Hostafrancs"
"K015","2.178744","41.391305","NITBUS -N11-N12-N15-N4-N8-N28--","la Dreta de l'Eixample"
"K014","2.144079","41.390989","BUS -27-59-D40--","l'Antiga Esquerra de l'Eixample"
"K014","2.153145","41.386822","BUS -109-H10--","l'Antiga Esquerra de l'Eixample"
"K014","2.167197","41.375093","BUS -D20--","Sant Antoni"
"K015","2.141565","41.356894","NITBUS -N1--","la Marina de Port"
"K014","2.144191","41.42795","BUS -27-60-76-V21-H4-M19-135--","la Vall d'Hebron"
"K015","2.153194","41.438004","NITBUS -N4--","Horta"
"K014","2.155219","41.430817","BUS -102-V21-V25-V23--","Horta"
"K015","2.157793","41.439118","NITBUS -N4--","Horta"
"K015","2.158358","41.439749","NITBUS -N4--","Horta"
"K014","2.144523","41.430175","BUS -V21--","Montbau"
"K015","2.138491","41.403126","NITBUS -N0--","Sant Gervasi - Galvany"
"K014","2.157917","41.388577","BUS -63-H10--","l'Antiga Esquerra de l'Eixample"
"K015","2.163336","41.385938","NITBUS -N1-N12-N13-N14-N15-N16-N17-N2-N18-N28--","l'Antiga Esquerra de l'Eixample"
"K014","2.170846","41.444415","BUS -27-D40--","Canyelles"
"K014","2.184156","41.382112","BUS -59-120-D20-V13-V19--","Sant Pere, Santa Caterina i la Ribera"
"K014","2.184461","41.381195","BUS -47-V15--","la Barceloneta"
"K014","2.155586","41.396101","BUS -V15--","la Vila de Gràcia"
"K015","2.165244","41.444355","NITBUS -N6--","Canyelles"
"K014","2.187574","41.394468","BUS -V21--","el Parc i la Llacuna del Poblenou"
"K015","2.187574","41.394468","NITBUS -N0-N15--","el Parc i la Llacuna del Poblenou"
"K014","2.143018","41.426922","BUS -112-119-185-V17-135--","Montbau"
"K014","2.195545","41.396051","BUS -B25-B20-136--","la Vila Olímpica del Poblenou"
"K015","2.182957","41.39774","NITBUS -N0--","el Fort Pienc"
"K015","2.1533","41.40184","NITBUS -N4--","la Vila de Gràcia"
"K014","2.15116","41.389413","BUS -59-63-141-V11-X1--","l'Antiga Esquerra de l'Eixample"
"K014","2.169551","41.386583","BUS -67--","la Dreta de l'Eixample"
"K014","2.201045","41.400097","BUS -B25-B20-136--","el Poblenou"
"K014","2.190857","41.454383","BUS -11-V31--","la Trinitat Vella"
"K014","2.190796","41.44141","BUS -126-H4--","Sant Andreu"
"K014","2.141853","41.396042","BUS -68-V11--","Sant Gervasi - Galvany"
"K014","2.142503","41.386434","BUS -27-D40--","les Corts"
"K014","2.173504","41.43866","BUS -47-76-H4-H2-M19-182--","la Guineueta"
"K014","2.128034","41.381864","BUS -70-V3--","la Maternitat i Sant Ramon"
"K015","2.173104","41.381643","NITBUS -N9--","el Barri Gòtic"
"K015","2.172839","41.381452","NITBUS -N9--","el Raval"
"K014","2.175962","41.403985","BUS -19-33-34-H10-D50--","la Sagrada Família"
"K015","2.184454","41.410355","NITBUS -N9--","el Camp de l'Arpa del Clot"
"K014","2.176924","41.396222","BUS -6-7-H12--","la Dreta de l'Eixample"
"K014","2.166195","41.424496","BUS -117-V23--","la Font d'en Fargues"
"K015","2.170573","41.387758","NITBUS -N2-N3-N4-N5-N6-N7--","la Dreta de l'Eixample"
"K014","2.1336","41.400217","BUS -70-V11--","Sant Gervasi - la Bonanova"
"K014","2.123473","41.401008","BUS -H4--","les Tres Torres"
"K014","2.111651","41.392169","BUS -63-68-78-H4--","Pedralbes"
"K014","2.194868","41.386289","BUS -59-136--","la Barceloneta"
"K014","2.14732","41.360743","BUS -13-125--","la Marina de Port"
"K014","2.168006","41.424031","BUS -117-V23--","la Font d'en Fargues"
"K014","2.133788","41.406634","BUS -H4-V13--","Sant Gervasi - la Bonanova"
"K014","2.161587","41.381538","BUS -55-120-141-H16-V11-D50--","Sant Antoni"
"K015","2.155494","41.37492","NITBUS -N0--","el Poble-sec"
"K015","2.183646","41.433363","NITBUS -N3--","Sant Andreu"
"K014","2.187566","41.449267","BUS -76-H2-D50--","la Trinitat Nova"
"K014","2.184263","41.446526","BUS -60-76-127-132--","la Prosperitat"
"K014","2.137217","41.428118","BUS -19-76-135--","Sant Genís dels Agudells"
"K015","2.193475","41.446209","NITBUS -N9--","Sant Andreu"
"K015","2.161825","41.393367","NITBUS -N9--","la Dreta de l'Eixample"
"K014","2.166457","41.387962","BUS -7-54-H12-52--","la Dreta de l'Eixample"
"K015","2.169342","41.387788","NITBUS -N1-N15-N2-N28--","la Dreta de l'Eixample"
"K014","2.156495","41.416493","BUS -24-V19--","Can Baró"
"K015","2.190934","41.439445","NITBUS -N9--","Sant Andreu"
"K014","2.167948","41.39798","BUS -6-33-34-H10--","la Dreta de l'Eixample"
"K015","2.167948","41.39798","NITBUS -N9--","la Dreta de l'Eixample"
"K015","2.187115","41.421433","NITBUS -N3--","la Sagrera"
"K014","2.139252","41.405471","BUS -V15--","Sant Gervasi - la Bonanova"
"K014","2.159921","41.374911","BUS -D20--","el Poble-sec"
"K014","2.172594","41.459956","BUS -62-76-183--","Ciutat Meridiana"
"K015","2.123713","41.378604","NITBUS -N14-N2-N3-N28--","la Maternitat i Sant Ramon"
"K015","2.132885","41.389184","NITBUS -N0--","les Corts"
"K014","2.139489","41.388564","BUS -78-V9--","les Corts"
"K015","2.185425","41.38487","NITBUS -N12-N8-N28--","Sant Pere, Santa Caterina i la Ribera"
"K014","2.150421","41.395239","BUS -V13--","Sant Gervasi - Galvany"
"K015","2.180278","41.390721","NITBUS -N11-N12-N15--","Sant Pere, Santa Caterina i la Ribera"
"K015","2.185288","41.447897","NITBUS -N1--","la Trinitat Nova"
"K014","2.144987","41.365413","BUS -13--","el Poble-sec"
"K014","2.119982","41.395575","BUS -130-V3--","Sarrià"
"K015","2.125779","41.398288","NITBUS -N7--","Sarrià"
"K014","2.149311","41.431463","BUS -V21-135--","la Vall d'Hebron"
"K014","2.14478","41.430697","BUS -27-60-76-V21-H4-M19-135--","Montbau"
"K015","2.19096","41.441839","NITBUS -N9--","Sant Andreu"
"K015","2.177304","41.384994","NITBUS -N8-N28--","el Barri Gòtic"
"K015","2.192158","41.379182","NITBUS -N12-N28--","la Barceloneta"
"K015","2.173067","41.426428","NITBUS -N4--","Vilapicina i la Torre Llobeta"
"K015","2.141066","41.404253","NITBUS -N5--","Sant Gervasi - Galvany"
"K015","2.123746","41.401297","NITBUS -N8--","Sarrià"
"K014","2.121454","41.40699","BUS -H2-V9--","Sarrià"
"K014","2.180525","41.447413","BUS -11-76-127-H2-V29-D50-180-197--","la Trinitat Nova"
"K014","2.175579","41.442467","BUS -11-D40-V29--","Verdun"
"K014","2.143536","41.364371","BUS -13--","el Poble-sec"
"K014","2.160389","41.380917","BUS -V11--","Sant Antoni"
"K014","2.15879","41.423159","BUS -V23--","la Font d'en Fargues"
"K014","2.16498","41.423742","BUS -117-V23--","la Font d'en Fargues"
"K014","2.190656","41.414019","BUS -34-B24--","el Clot"
"K015","2.144921","41.375184","NITBUS -N14-N2-N28--","Hostafrancs"
"K015","2.162977","41.413108","NITBUS -N6--","el Baix Guinardó"
"K015","2.217192","41.412267","NITBUS -N6--","el Besòs i el Maresme"
"K015","2.185215","41.385122","NITBUS -N12--","Sant Pere, Santa Caterina i la Ribera"
"K014","2.162974","41.392377","BUS -H10--","la Dreta de l'Eixample"
"K015","2.194643","41.398745","NITBUS -N11--","el Poblenou"
"K014","2.211232","41.417117","BUS -B25-V31-136--","el Besòs i el Maresme"
"K015","2.211232","41.417117","NITBUS -N11--","el Besòs i el Maresme"
"K015","2.147087","41.40866","NITBUS -N4--","el Putxet i el Farró"
"K015","2.146663","41.405653","NITBUS -N0--","el Putxet i el Farró"
"K015","2.139648","41.359604","NITBUS -N1--","la Marina de Port"
"K014","2.193804","41.452841","BUS -11-V31--","la Trinitat Vella"
"K015","2.167755","41.415757","NITBUS -N0-N6--","el Guinardó"
"K015","2.200643","41.413936","NITBUS -N2--","Sant Martí de Provençals"
"K014","2.162872","41.428718","BUS -19-H2-V25-V23--","Horta"
"K015","2.162872","41.428718","NITBUS -N4--","Horta"
"K014","2.176036","41.444904","BUS -60-127--","Verdun"
"K014","2.15458","41.38683","BUS -59-141-V11--","l'Antiga Esquerra de l'Eixample"
"K014","2.187078","41.411102","BUS -62-192-V25--","el Clot"
"K015","2.187078","41.411102","NITBUS -N3--","el Clot"
"K014","2.170455","41.398655","BUS -6-19-V19-D50--","la Dreta de l'Eixample"
"K014","2.170621","41.407529","BUS -V21--","la Sagrada Família"
"K014","2.163214","41.40396","BUS -114-V19--","el Camp d'en Grassot i Gràcia Nova"
"K015","2.163214","41.40396","NITBUS -N6--","el Camp d'en Grassot i Gràcia Nova"
"K015","2.148841","41.423268","NITBUS -N4--","la Teixonera"
"K014","2.174666","41.374819","BUS -21-D20-H14-88-V11-89--","el Raval"
"K014","2.163982","41.409607","BUS -114-V19--","el Camp d'en Grassot i Gràcia Nova"
"K014","2.172878","41.389368","BUS -39--","la Dreta de l'Eixample"
"K014","2.163298","41.393379","BUS -22-24--","la Dreta de l'Eixample"
"K015","2.178761","41.443541","NITBUS -N1--","la Prosperitat"
"K014","2.16033","41.39684","BUS -6-33-34-H8--","la Dreta de l'Eixample"
"K014","2.158024","41.382699","BUS -V11--","l'Antiga Esquerra de l'Eixample"
"K015","2.162559","41.386073","NITBUS -N3-N7-N8--","l'Antiga Esquerra de l'Eixample"
"K015","2.152376","41.378405","NITBUS -N0--","la Nova Esquerra de l'Eixample"
"K014","2.170449","41.39204","BUS -39-47-B24-V17--","la Dreta de l'Eixample"
"K014","2.188114","41.411257","BUS -33-34-B24-H10--","el Clot"
"K015","2.188114","41.411257","NITBUS -N9--","el Clot"
"K015","2.137685","41.410384","NITBUS -N5--","el Putxet i el Farró"
"K014","2.160444","41.420683","BUS -24--","el Carmel"
"K014","2.157858","41.419052","BUS -24--","el Carmel"
"K015","2.148941","41.394505","NITBUS -N8--","Sant Gervasi - Galvany"
"K014","2.162081","41.441567","BUS -27-47-V27-182--","Canyelles"
"K015","2.180442","41.407342","NITBUS -N9--","la Sagrada Família"
"K014","2.128149","41.392158","BUS -6-34-70-H6-V3--","Pedralbes"
"K014","2.142498","41.374297","BUS -115-V5--","Hostafrancs"
"K014","2.137075","41.371968","BUS -115-V5--","Sants"
"K014","2.160375","41.429624","BUS -185-V25-V23--","Horta"
"K015","2.160375","41.429624","NITBUS -N4--","Horta"
"K014","2.153851","41.427602","BUS -112-185--","la Clota"
