"TYPE","LONGITUD","LATITUD","EQUIPAMENT","NOM_BARRI"
"K014","2.160101","41.39117","BUS -7-67-V15--","l'Antiga Esquerra de l'Eixample"
"K014","2.118042","41.404173","BUS -130--","Sarrià"
"K014","2.152064","41.425248","BUS -19-H2--","la Teixonera"
"K014","2.143195","41.354799","BUS -23-109-V3-H16--","la Marina de Port"
"K015","2.163982","41.409607","NITBUS -N6--","el Camp d'en Grassot i Gràcia Nova"
"K016","2.163996","41.386101","AEROBUS -A1-A2--","Sant Antoni"
"K015","2.163996","41.386101","NITBUS -N1-N12-N13-N14-N15-N16-N17-N2-N3-N8-N18-N28--","Sant Antoni"
"K014","2.178761","41.443541","BUS -76-132-H2-D50--","la Prosperitat"
"K014","2.179581","41.445439","BUS -132-H2-D50--","la Prosperitat"
"K014","2.167586","41.390169","BUS -7-22-24-V15--","la Dreta de l'Eixample"
"K014","2.186515","41.425432","BUS -62-96-V29--","la Sagrera"
"K014","2.151744","41.366571","BUS -150--","el Poble-sec"
"K014","2.147399","41.365508","BUS -125-150--","el Poble-sec"
"K014","2.147036","41.410416","BUS -27-87--","Vallcarca i els Penitents"
"K015","2.125177","41.377073","NITBUS -N3--","Sants - Badal"
"K014","2.146309","41.369444","BUS -13-23-150--","la Font de la Guatlla"
"K014","2.162729","41.421094","BUS -24--","el Carmel"
"K014","2.158407","41.419384","BUS -24--","el Carmel"
"K014","2.160203","41.42067","BUS -24--","el Carmel"
"K014","2.195046","41.383611","BUS -47-59-D20--","la Barceloneta"
"K015","2.160151","41.396171","NITBUS -N4-N5--","la Dreta de l'Eixample"
"K014","2.148941","41.394505","BUS -V13--","Sant Gervasi - Galvany"
"K014","2.154048","41.395807","BUS -V15--","Sant Gervasi - Galvany"
"K014","2.12264","41.385672","BUS -113-M12--","la Maternitat i Sant Ramon"
"K015","2.108885","41.385796","NITBUS -N12--","Pedralbes"
"K015","2.162081","41.441567","NITBUS -N6--","Canyelles"
"K014","2.15063","41.426284","BUS -112-185--","la Clota"
"K014","2.144076","41.42718","BUS -112--","la Vall d'Hebron"
"K014","2.109974","41.388145","BUS -113--","Pedralbes"
"K014","2.104347","41.389119","BUS -113--","Pedralbes"
"K015","2.191252","41.404602","NITBUS -N7--","el Parc i la Llacuna del Poblenou"
"K015","2.20458","41.40794","NITBUS -N7--","Provençals del Poblenou"
"K014","2.198337","41.406388","BUS -7--","Provençals del Poblenou"
"K015","2.179428","41.404719","NITBUS -N9--","la Sagrada Família"
"K015","2.166907","41.415195","NITBUS -N6--","el Baix Guinardó"
"K015","2.178567","41.376726","NITBUS -N0-N6--","el Barri Gòtic"
"K015","2.181501","41.380485","NITBUS -N0-N6--","el Barri Gòtic"
"K014","2.178468","41.376731","BUS -59-D20-H14-V13--","el Barri Gòtic"
"K014","2.137685","41.410384","BUS -131-H4--","el Putxet i el Farró"
"K014","2.114389","41.401867","BUS -130-H2--","Sarrià"
"K014","2.143002","41.354427","BUS -23-109-V3-H16--","la Marina del Prat Vermell"
"K014","2.157114","41.378242","BUS -141--","Sant Antoni"
"K014","2.155538","41.380151","BUS -H12-52--","la Nova Esquerra de l'Eixample"
"K014","2.154829","41.440508","BUS -102-V25--","Horta"
"K014","2.150451","41.360001","BUS -13-125--","el Poble-sec"
"K014","2.166816","41.371815","BUS -121--","el Poble-sec"
"K014","2.179827","41.425752","BUS -V27--","el Congrés i els Indians"
"K014","2.155286","41.431377","BUS -102-V25--","Horta"
"K014","2.180705","41.456203","BUS -180--","Torre Baró"
"K014","2.182103","41.456329","BUS -180--","Torre Baró"
"K014","2.17424","41.430402","BUS -182--","el Turó de la Peira"
"K014","2.133911","41.398929","BUS -H6--","Sant Gervasi - Galvany"
"K014","2.193445","41.431334","BUS -11-126-133--","Sant Andreu"
"K014","2.201121","41.39772","BUS -6-V25--","el Poblenou"
"K014","2.126316","41.396514","BUS -V7--","les Tres Torres"
"K014","2.127529","41.394555","BUS -V7--","les Tres Torres"
"K014","2.143885","41.358432","BUS -23--","la Marina de Port"
"K014","2.207624","41.400657","BUS -H16-V27--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.172085","41.451493","BUS -182--","Torre Baró"
"K014","2.141114","41.379818","BUS -78-109-L94-CJ-H10--","Sants"
"K014","2.180702","41.460998","BUS -183--","Torre Baró"
"K014","2.170897","41.434795","BUS -122--","el Turó de la Peira"
"K014","2.171732","41.4342","BUS -122--","el Turó de la Peira"
"K014","2.141462","41.379499","BUS -27--","Sants"
"K014","2.134997","41.426805","BUS -112--","Sant Genís dels Agudells"
"K014","2.199959","41.426168","BUS -33--","la Verneda i la Pau"
"K014","2.143732","41.405711","BUS -131--","el Putxet i el Farró"
"K014","2.142709","41.41082","BUS -131--","el Putxet i el Farró"
"K014","2.144716","41.356355","BUS -125-V5--","la Marina de Port"
"K014","2.138321","41.364905","BUS -125--","la Marina de Port"
"K014","2.173994","41.446172","BUS -127--","les Roquetes"
"K015","2.115709","41.385108","NITBUS -N12--","la Maternitat i Sant Ramon"
"K014","2.15206","41.356236","BUS -107--","el Poble-sec"
"K014","2.145195","41.408958","BUS -131--","el Putxet i el Farró"
"K014","2.205824","41.411242","BUS -H14-V29--","Provençals del Poblenou"
"K014","2.141435","41.425139","BUS -19-76--","Montbau"
"K014","2.163801","41.383075","BUS -55-H16-D50--","el Raval"
"K014","2.131906","41.375449","BUS -D20-52--","Sants"
"K015","2.131906","41.375449","NITBUS -N14-N2-N28--","Sants"
"K014","2.134343","41.375399","BUS -D20-52--","Sants"
"K015","2.174825","41.374544","NITBUS -N0-N6--","el Poble-sec"
"K014","2.117414","41.399097","BUS -V3--","Sarrià"
"K014","2.200976","41.44767","BUS -11-60-V33--","Baró de Viver"
"K014","2.167667","41.435361","BUS -122--","Can Peguera"
"K014","2.128058","41.408387","BUS -123--","Sant Gervasi - la Bonanova"
"K014","2.180674","41.398642","BUS -6-7-H12--","el Fort Pienc"
"K015","2.114862","41.401613","NITBUS -N8--","Sarrià"
"K015","2.143565","41.399214","NITBUS -N8--","Sant Gervasi - Galvany"
"K014","2.129431","41.411644","BUS -123--","Sant Gervasi - la Bonanova"
"K014","2.162525","41.367186","BUS -150--","el Poble-sec"
"K015","2.190886","41.442783","NITBUS -N3-N9--","Sant Andreu"
"K014","2.188242","41.442269","BUS -H4-M19--","Sant Andreu"
"K014","2.158406","41.36713","BUS -55--","el Poble-sec"
"K014","2.149596","41.374155","BUS -13-23-46-65-79-165-L70-L72-L80-L86--","el Poble-sec"
"K014","2.130903","41.342791","BUS -23--","la Marina del Prat Vermell"
"K014","2.215506","41.407018","BUS -H16--","Diagonal Mar i el Front Marítim del Poblenou"
"K015","2.136249","41.391992","NITBUS -N0--","Sant Gervasi - Galvany"
"K014","2.096571","41.431661","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K015","2.177442","41.403239","NITBUS -N0-N1-N9--","la Sagrada Família"
"K015","2.157587","41.42578","NITBUS -N4--","el Carmel"
"K014","2.19092","41.406185","BUS -H12--","el Parc i la Llacuna del Poblenou"
"K014","2.12966","41.428436","BUS -112--","Sant Genís dels Agudells"
"K015","2.170027","41.438821","NITBUS -N6--","la Guineueta"
"K014","2.174076","41.437786","BUS -47-D40-V29-D50-182--","la Guineueta"
"K014","2.125803","41.390866","BUS -70--","Pedralbes"
"K014","2.179461","41.42865","BUS -34-122-H6-V29--","Vilapicina i la Torre Llobeta"
"K015","2.140043","41.368327","NITBUS -N1-N13-N15-N16-N17-N18--","la Bordeta"
"K014","2.172934","41.421253","BUS -39-V23--","el Guinardó"
"K015","2.213146","41.404822","NITBUS -N28--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.16631","41.416427","BUS -114--","Can Baró"
"K015","2.174076","41.437786","NITBUS -N1-N6--","la Guineueta"
"K014","2.140336","41.391363","BUS -6-7-33-34-63-67-V9--","les Corts"
"K014","2.164304","41.421881","BUS -117--","la Font d'en Fargues"
"K014","2.165321","41.423368","BUS -117--","la Font d'en Fargues"
"K014","2.134012","41.420998","BUS -124--","Vallcarca i els Penitents"
"K014","2.159932","41.43382","BUS -185--","Horta"
"K014","2.179095","41.446243","BUS -127--","les Roquetes"
"K014","2.171478","41.44712","BUS -127--","les Roquetes"
"K014","2.144592","41.411446","BUS -22-V17--","Vallcarca i els Penitents"
"K014","2.111945","41.328888","BUS -21--","la Marina del Prat Vermell"
"K014","2.124855","41.41082","BUS -196--","Sant Gervasi - la Bonanova"
"K014","2.178056","41.417016","BUS -117--","el Guinardó"
"K014","2.117962","41.385863","BUS -L97-H6-E97-E98-E79-E43-E30--","la Maternitat i Sant Ramon"
"K014","2.090659","41.424041","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.087397","41.423311","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.163292","41.427796","BUS -19-102-87-H2-V23--","Horta"
"K014","2.155703","41.410984","BUS -116--","la Salut"
"K014","2.185047","41.416637","BUS -192-H8-V25--","el Camp de l'Arpa del Clot"
"K015","2.199038","41.400504","NITBUS -N6--","el Poblenou"
"K014","2.131289","41.417943","BUS -124--","Sant Gervasi - la Bonanova"
"K014","2.096419","41.417093","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.096892","41.419992","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.099686","41.425666","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.096521","41.42089","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.206771","41.404453","BUS -B20-136--","el Poblenou"
"K015","2.159549","41.419724","NITBUS -N4-N5--","el Carmel"
"K014","2.186102","41.421148","BUS -126-V27--","la Sagrera"
"K015","2.139088","41.418653","NITBUS -N4--","Vallcarca i els Penitents"
"K014","2.134634","41.366648","BUS -91-V3--","la Bordeta"
"K014","2.121644","41.388147","BUS -63-78-V5--","Pedralbes"
"K015","2.143216","41.386022","NITBUS -N3--","la Nova Esquerra de l'Eixample"
"K014","2.168167","41.427398","BUS -19-V25--","la Font d'en Fargues"
"K014","2.154553","41.353157","BUS -107--","el Poble-sec"
"K014","2.154699","41.355287","BUS -107--","el Poble-sec"
"K014","2.152435","41.375714","BUS -13-91-L95-E95--","Sant Antoni"
"K014","2.14364","41.380503","BUS -27-78-109-115-V7-H10-D40--","la Nova Esquerra de l'Eixample"
"K015","2.170425","41.408343","NITBUS -N4--","el Baix Guinardó"
"K014","2.190735","41.453451","BUS -126--","la Trinitat Vella"
"K014","2.190723","41.451157","BUS -126--","la Trinitat Vella"
"K014","2.169635","41.373928","BUS -121--","el Poble-sec"
"K014","2.096601","41.417929","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.175316","41.427989","BUS -132--","Vilapicina i la Torre Llobeta"
"K014","2.159992","41.367922","BUS -100--","el Poble-sec"
"K014","2.190784","41.444215","BUS -M19--","Sant Andreu"
"K014","2.170885","41.388388","BUS -22--","la Dreta de l'Eixample"
"K014","2.17603","41.454364","BUS -199-183--","Torre Baró"
"K014","2.180718","41.460435","BUS -199-183--","Torre Baró"
"K014","2.1825","41.466675","BUS -197--","Vallbona"
"K014","2.184662","41.427697","BUS -62-96-V29--","la Sagrera"
"K015","2.14566","41.391811","NITBUS -N12--","l'Antiga Esquerra de l'Eixample"
"K014","2.204638","41.422818","BUS -33-V31-136--","la Verneda i la Pau"
"K014","2.143001","41.371754","BUS -91--","Hostafrancs"
"K015","2.140743","41.399822","NITBUS -N8--","Sant Gervasi - Galvany"
"K015","2.137566","41.403086","NITBUS -N8--","Sant Gervasi - la Bonanova"
"K015","2.123371","41.4","NITBUS -N7--","Sarrià"
"K014","2.209171","41.420328","BUS -60-H12--","la Verneda i la Pau"
"K014","2.155598","41.412096","BUS -116--","la Salut"
"K014","2.15449","41.439906","BUS -V25--","Horta"
"K014","2.153177","41.433146","BUS -102-V21-V25-V23--","Horta"
"K014","2.172832","41.441868","BUS -11-D40-V29--","Verdun"
"K014","2.144253","41.396972","BUS -68-V11--","Sant Gervasi - Galvany"
"K015","2.144253","41.396972","NITBUS -N7--","Sant Gervasi - Galvany"
"K014","2.137583","41.402651","BUS -H6--","Sant Gervasi - la Bonanova"
"K014","2.192069","41.412382","BUS -33--","el Clot"
"K015","2.165732","41.395607","NITBUS -N6--","la Dreta de l'Eixample"
"K015","2.157736","41.389718","NITBUS -N3-N8--","l'Antiga Esquerra de l'Eixample"
"K015","2.148944","41.420104","NITBUS -N4-N5--","el Coll"
"K015","2.14595","41.415337","NITBUS -N4-N5--","Vallcarca i els Penitents"
"K014","2.200994","41.435252","BUS -60--","el Bon Pastor"
"K014","2.199411","41.438704","BUS -11-H8-H4-M28--","el Bon Pastor"
"K014","2.168492","41.459889","BUS -62-76-183--","Ciutat Meridiana"
"K014","2.135216","41.356117","BUS -125--","la Marina de Port"
"K014","2.171992","41.460514","BUS -62-76-183--","Ciutat Meridiana"
"K015","2.151383","41.420156","NITBUS -N4-N5--","el Coll"
"K014","2.181884","41.386527","BUS -120--","Sant Pere, Santa Caterina i la Ribera"
"K014","2.209999","41.408913","BUS -7--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.213122","41.409682","BUS -7--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.170259","41.444248","BUS -V27--","Canyelles"
"K015","2.177306","41.426681","NITBUS -N1-N6--","Vilapicina i la Torre Llobeta"
"K014","2.182795","41.446394","BUS -132--","la Prosperitat"
"K015","2.166628","41.376187","NITBUS -N6--","el Raval"
"K014","2.180763","41.419058","BUS -19-47-V25-D50--","Navas"
"K014","2.198208","41.42764","BUS -V31--","la Verneda i la Pau"
"K014","2.159329","41.376491","BUS -141--","Sant Antoni"
"K014","2.148595","41.376603","BUS -V7--","la Nova Esquerra de l'Eixample"
"K014","2.186555","41.452755","BUS -76-D50-180-197--","la Trinitat Nova"
"K015","2.116863","41.403968","NITBUS -N8--","Sarrià"
"K014","2.185774","41.450702","BUS -180-197--","la Trinitat Nova"
"K014","2.174911","41.448979","BUS -127--","les Roquetes"
"K014","2.150844","41.3728","BUS -79--","el Poble-sec"
"K014","2.18936","41.436039","BUS -133--","Sant Andreu"
"K014","2.150228","41.373258","BUS -L86--","el Poble-sec"
"K014","2.173717","41.453005","BUS -199--","Torre Baró"
"K014","2.142021","41.429655","BUS -135--","Montbau"
"K014","2.149928","41.37478","BUS -150--","el Poble-sec"
"K014","2.159071","41.418026","BUS -119--","el Carmel"
"K014","2.153068","41.434993","BUS -V23--","Horta"
"K014","2.172588","41.388581","BUS -47-V17--","la Dreta de l'Eixample"
"K014","2.172375","41.401304","BUS -19-33-34-H10-D50--","la Sagrada Família"
"K014","2.193357","41.44243","BUS -11--","Sant Andreu"
"K015","2.216324","41.410537","NITBUS -N7-N28--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.179502","41.395912","BUS -54--","el Fort Pienc"
"K014","2.105895","41.388566","BUS -113--","Pedralbes"
"K014","2.160496","41.381779","BUS -L95-E95--","Sant Antoni"
"K014","2.176121","41.428159","BUS -34--","Vilapicina i la Torre Llobeta"
"K015","2.208642","41.41695","NITBUS -N11--","el Besòs i el Maresme"
"K014","2.181942","41.375309","BUS -BCTE--","el Barri Gòtic"
"K014","2.192436","41.379386","BUS -BCTE--","la Barceloneta"
"K014","2.161048","41.395266","BUS -BCTE-BCTO--","la Dreta de l'Eixample"
"K014","2.122692","41.386049","BUS -BCTO--","la Maternitat i Sant Ramon"
"K014","2.162424","41.430025","BUS -185-H2--","Horta"
"K014","2.14161","41.422974","BUS -60--","la Teixonera"
"K014","2.138373","41.378461","BUS -H10--","Sants"
"K014","2.105402","41.386058","BUS -V1--","Pedralbes"
"K014","2.13167","41.390489","BUS -E43--","les Corts"
"K014","2.160031","41.39713","BUS -V17--","la Vila de Gràcia"
"K014","2.183813","41.382847","BUS -H14--","Sant Pere, Santa Caterina i la Ribera"
"K015","2.183842","41.383503","NITBUS -N12--","Sant Pere, Santa Caterina i la Ribera"
"K015","2.13601","41.404494","NITBUS -N8--","Sant Gervasi - la Bonanova"
"K014","2.158769","41.413129","BUS -116--","la Salut"
"K015","2.147795","41.38187","NITBUS -N0--","la Nova Esquerra de l'Eixample"
"K014","2.122705","41.403423","BUS -V9--","Sarrià"
"K014","2.147557","41.387003","BUS -V9--","la Nova Esquerra de l'Eixample"
"K014","2.220982","41.413869","BUS -V33--","el Besòs i el Maresme"
"K015","2.204818","41.396003","NITBUS -N28--","el Poblenou"
"K015","2.167699","41.387206","NITBUS -N14-N16--","la Dreta de l'Eixample"
"K014","2.158028","41.381624","BUS -L95-E95--","Sant Antoni"
"K014","2.171317","41.362381","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.167186","41.359842","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.148483","41.345573","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.197248","41.38806","BUS -100--","la Vila Olímpica del Poblenou"
"K014","2.216368","41.404009","BUS -V29--","Diagonal Mar i el Front Marítim del Poblenou"
"K015","2.209973","41.413836","NITBUS -N11--","el Besòs i el Maresme"
"K014","2.187453","41.398614","BUS -H14--","el Parc i la Llacuna del Poblenou"
"K015","2.187453","41.398614","NITBUS -N11--","el Parc i la Llacuna del Poblenou"
"K014","2.215826","41.417942","BUS -H14-V33--","el Besòs i el Maresme"
"K014","2.15405","41.398899","BUS -87--","la Vila de Gràcia"
"K016","2.170692","41.38748","AEROBUS -A1--","la Dreta de l'Eixample"
"K014","2.117741","41.386012","BUS -L97-E97-E98--","Pedralbes"
"K014","2.143667","41.396291","BUS -198--","Sant Gervasi - Galvany"
"K014","2.138692","41.400359","BUS -198--","Sant Gervasi - Galvany"
"K014","2.145047","41.405088","BUS -198--","el Putxet i el Farró"
"K014","2.187355","41.367998","BUS -V19--","la Barceloneta"
"K014","2.139896","41.399286","BUS -198--","Sant Gervasi - Galvany"
"K014","2.191288","41.421956","BUS -34-B24--","la Sagrera"
"K015","2.191288","41.421956","NITBUS -N9--","la Sagrera"
"K014","2.193494","41.430187","BUS -11-34-126-H8-V31-133--","Sant Andreu"
"K014","2.145224","41.415123","BUS -129--","Vallcarca i els Penitents"
"K015","2.17515","41.407365","NITBUS -N0-N1--","la Sagrada Família"
"K015","2.156909","41.393591","NITBUS -N5--","l'Antiga Esquerra de l'Eixample"
"K015","2.154345","41.39228","NITBUS -N8--","l'Antiga Esquerra de l'Eixample"
"K015","2.113468","41.401311","NITBUS -N8--","Sarrià"
"K014","2.195268","41.385223","BUS -136--","la Barceloneta"
"K014","2.101676","41.40894","BUS -111--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.104693","41.413014","BUS -111--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.121136","41.421763","BUS -111--","Sant Genís dels Agudells"
"K015","2.188873","41.449925","NITBUS -N3--","la Trinitat Vella"
"K014","2.189816","41.44516","BUS -96-H4-M19--","Sant Andreu"
"K015","2.17815","41.463585","NITBUS -N3--","Ciutat Meridiana"
"K014","2.174097","41.461241","BUS -62-76-183--","Ciutat Meridiana"
"K014","2.182793","41.46166","BUS -76-97--","Vallbona"
"K014","2.171701","41.391901","BUS -7-H12-D50--","la Dreta de l'Eixample"
"K014","2.202718","41.44409","BUS -11-60-V33--","el Bon Pastor"
"K014","2.144589","41.375312","BUS -D20-52--","Hostafrancs"
"K015","2.195798","41.390359","NITBUS -N8--","la Vila Olímpica del Poblenou"
"K014","2.127988","41.37553","BUS -D20-52--","Sants - Badal"
"K015","2.125573","41.324932","NITBUS -N1--","la Marina del Prat Vermell"
"K014","2.187104","41.423531","BUS -62-96-V29--","la Sagrera"
"K015","2.187104","41.423531","NITBUS -N3--","la Sagrera"
"K015","2.177372","41.462738","NITBUS -N3--","Ciutat Meridiana"
"K014","2.173828","41.460523","BUS -62-76-183--","Ciutat Meridiana"
"K014","2.195082","41.415078","BUS -33-H10--","Sant Martí de Provençals"
"K014","2.148002","41.374426","BUS -46-65-79-91-109-165-L70-L72-L80-L86-L94-L95-CJ-H12-H16-E95-E86-E70-E80--","Hostafrancs"
"K014","2.137482","41.384638","BUS -59-78-H8--","les Corts"
"K015","2.137482","41.384638","NITBUS -N0--","les Corts"
"K015","2.179016","41.467101","NITBUS -N3--","Vallbona"
"K014","2.147738","41.409285","BUS -22-V17--","Vallcarca i els Penitents"
"K015","2.174245","41.393821","NITBUS -N1-N11-N2-N3-N7--","la Dreta de l'Eixample"
"K014","2.17555","41.439313","BUS -76-H2-D50--","la Prosperitat"
"K015","2.110836","41.376004","NITBUS -N14--","la Maternitat i Sant Ramon"
"K014","2.129684","41.415538","BUS -196--","Sant Gervasi - la Bonanova"
"K014","2.202103","41.419895","BUS -33-H10--","la Verneda i la Pau"
"K015","2.203647","41.439345","NITBUS -N8--","el Bon Pastor"
"K014","2.199848","41.441702","BUS -11-60-V33-133-M28--","el Bon Pastor"
"K015","2.14782","41.389492","NITBUS -N3--","la Nova Esquerra de l'Eixample"
"K014","2.185055","41.406641","BUS -V23--","el Clot"
"K014","2.124282","41.408874","BUS -H2--","Sant Gervasi - la Bonanova"
"K014","2.204208","41.437622","BUS -60-H8-V33-133--","el Bon Pastor"
"K014","2.17053","41.444325","BUS -47--","Canyelles"
"K015","2.187216","41.382983","NITBUS -N0-N6-N8--","Sant Pere, Santa Caterina i la Ribera"
"K015","2.202284","41.39281","NITBUS -N6-N28--","la Vila Olímpica del Poblenou"
"K014","2.1533","41.40184","BUS -22-24-114-87-V17--","la Vila de Gràcia"
"K015","2.163465","41.398871","NITBUS -N6--","la Dreta de l'Eixample"
"K015","2.192206","41.390975","NITBUS -N0-N15--","la Vila Olímpica del Poblenou"
"K015","2.193155","41.380544","NITBUS -N12-N28--","la Barceloneta"
"K014","2.151154","41.398312","BUS -27-V15-D40--","Sant Gervasi - Galvany"
"K014","2.145754","41.396924","BUS -V13--","Sant Gervasi - Galvany"
"K014","2.169947","41.409532","BUS -V21--","el Baix Guinardó"
"K014","2.168053","41.430554","BUS -122-V27--","el Turó de la Peira"
"K014","2.168084","41.430379","BUS -V27--","Vilapicina i la Torre Llobeta"
"K014","2.142115","41.381195","BUS -27-D40--","Sants"
"K014","2.199767","41.448598","BUS -11-60-V33-M28-M19--","la Trinitat Vella"
"K014","2.142929","41.413454","BUS -27-123--","Vallcarca i els Penitents"
"K014","2.160126","41.428484","BUS -19-86-H2--","Horta"
"K015","2.173504","41.43866","NITBUS -N6--","la Guineueta"
"K014","2.175645","41.378758","BUS -59-V13--","el Barri Gòtic"
"K014","2.160785","41.413223","BUS -24-116--","la Salut"
"K015","2.165902","41.404931","NITBUS -N4--","el Camp d'en Grassot i Gràcia Nova"
"K014","2.18539","41.390492","BUS -H16-H14--","el Parc i la Llacuna del Poblenou"
"K015","2.176338","41.395124","NITBUS -N2-N3-N7--","el Fort Pienc"
"K014","2.170451","41.385393","BUS -59-V13--","el Barri Gòtic"
"K014","2.138288","41.414526","BUS -123-124-131-V17-V15-H4-H2-V19--","Vallcarca i els Penitents"
"K015","2.203395","41.415999","NITBUS -N2--","Sant Martí de Provençals"
"K015","2.199829","41.418191","NITBUS -N8--","Sant Martí de Provençals"
"K014","2.164762","41.387644","BUS -63-67-V15--","l'Antiga Esquerra de l'Eixample"
"K014","2.123011","41.386963","BUS -7-33-63-67-78-V5-M14-175--","la Maternitat i Sant Ramon"
"K015","2.144976","41.372024","NITBUS -N1-N13-N15-N16-N17-N18--","Hostafrancs"
"K015","2.183823","41.43566","NITBUS -N3--","Porta"
"K015","2.17761","41.441625","NITBUS -N1--","la Prosperitat"
"K015","2.187545","41.441756","NITBUS -N3--","Sant Andreu"
"K014","2.19315","41.430194","BUS -H6--","Sant Andreu"
"K014","2.179117","41.422107","BUS -19-47-117-V25-D50--","el Guinardó"
"K015","2.179117","41.422107","NITBUS -N1-N4--","el Guinardó"
"K014","2.13739","41.409484","BUS -131-V15--","el Putxet i el Farró"
"K015","2.13739","41.409484","NITBUS -N5--","el Putxet i el Farró"
"K014","2.130805","41.375254","BUS -70--","Sants"
"K014","2.155494","41.37492","BUS -D20--","el Poble-sec"
"K015","2.170451","41.385393","NITBUS -N9--","el Barri Gòtic"
"K014","2.155055","41.40031","BUS -22-24-87-V17--","la Vila de Gràcia"
"K014","2.183041","41.430592","BUS -62-96-126-133--","Sant Andreu"
"K014","2.132802","41.368628","BUS -V3--","la Bordeta"
"K015","2.199569","41.448343","NITBUS -N9--","Baró de Viver"
"K014","2.169342","41.387788","BUS -55-H16-D50--","la Dreta de l'Eixample"
"K014","2.156819","41.415813","BUS -24-V19--","la Salut"
"K014","2.18961","41.405695","BUS -H12--","el Clot"
"K014","2.119362","41.420828","BUS -111--","Vallvidrera, el Tibidabo i les Planes"
"K015","2.186366","41.425051","NITBUS -N3--","la Sagrera"
"K014","2.143985","41.403081","BUS -V15-198--","el Putxet i el Farró"
"K015","2.139252","41.405471","NITBUS -N5--","Sant Gervasi - la Bonanova"
"K014","2.140049","41.391681","BUS -6-7-33-34-63-67--","les Corts"
"K015","2.191924","41.390902","NITBUS -N0-N15--","la Vila Olímpica del Poblenou"
"K015","2.141319","41.422371","NITBUS -N4--","la Teixonera"
"K014","2.129254","41.380011","BUS -70-175--","les Corts"
"K014","2.18308","41.387835","BUS -47-V17-H14-V15-V19--","Sant Pere, Santa Caterina i la Ribera"
"K015","2.163389","41.393553","NITBUS -N4-N5--","la Dreta de l'Eixample"
"K014","2.12838","41.331112","BUS -21-109--","la Marina del Prat Vermell"
"K014","2.140337","41.33498","BUS -21-109--","la Marina del Prat Vermell"
"K015","2.14219","41.338044","NITBUS -N1--","la Marina del Prat Vermell"
"K014","2.142609","41.339555","BUS -21-109--","la Marina del Prat Vermell"
"K015","2.142609","41.339555","NITBUS -N1--","la Marina del Prat Vermell"
"K015","2.117361","41.334083","NITBUS -N1--","la Marina del Prat Vermell"
"K014","2.14336","41.364406","BUS -13-125--","la Marina de Port"
"K014","2.129226","41.397864","BUS -68--","les Tres Torres"
"K014","2.125779","41.398288","BUS -68-V7--","Sarrià"
"K014","2.136739","41.385","BUS -54--","les Corts"
"K014","2.119273","41.402303","BUS -130--","Sarrià"
"K014","2.162511","41.439425","BUS -47-76-122-V27-H4-M19-182--","la Guineueta"
"K014","2.174842","41.405803","BUS -19-V21--","la Sagrada Família"
"K014","2.178302","41.409848","BUS -V23-D50--","la Sagrada Família"
"K014","2.14153","41.433063","BUS -V21--","Montbau"
"K014","2.140202","41.430415","BUS -V21--","Montbau"
"K014","2.185031","41.382581","BUS -47-59-D20-V15-V13-V19--","Sant Pere, Santa Caterina i la Ribera"
"K015","2.192323","41.379196","NITBUS -N12-N28--","la Barceloneta"
"K014","2.14066","41.390146","BUS -59-H8--","les Corts"
"K014","2.159426","41.375139","BUS -D20-V9--","Sant Antoni"
"K015","2.145374","41.402377","NITBUS -N5--","Sant Gervasi - Galvany"
"K014","2.127558","41.403426","BUS -H4--","Sant Gervasi - la Bonanova"
"K014","2.139954","41.401276","BUS -V13--","Sant Gervasi - Galvany"
"K014","2.125072","41.410322","BUS -H2--","Sant Gervasi - la Bonanova"
"K014","2.152391","41.397841","BUS -27-D40--","Sant Gervasi - Galvany"
"K014","2.151174","41.376292","BUS -13-91-H16--","Sant Antoni"
"K014","2.147974","41.381079","BUS -109-H10--","la Nova Esquerra de l'Eixample"
"K014","2.150133","41.373852","BUS -13-23--","el Poble-sec"
"K014","2.160675","41.396768","BUS -6-33-34-V17-H8--","la Dreta de l'Eixample"
"K015","2.161558","41.413145","NITBUS -N6--","la Salut"
"K014","2.185215","41.385122","BUS -V19--","Sant Pere, Santa Caterina i la Ribera"
"K014","2.147087","41.40866","BUS -22-87-V17--","el Putxet i el Farró"
"K015","2.137476","41.362101","NITBUS -N1--","la Marina de Port"
